date_from,date_to,real kWh,sim kWh,Real APX Cost,Real SSP Cost,Sim APX Cost,Sim SSP Cost
2021-01-28T00:00:00,2021-01-29T00:00:00,16.329112327500003,16.01388265,119.4907629114268,136.33930029625617,84.44686892250314,96.64437979490314
